Datetime,Open,High,Low,Close,Adj Close,Volume
2020-12-07 09:30:00-05:00,369.0199890136719,369.1099853515625,368.9200134277344,368.92999267578125,368.92999267578125,1273791
2020-12-07 09:31:00-05:00,368.92999267578125,369.1700134277344,368.8999938964844,369.0400085449219,369.0400085449219,261070
2020-12-07 09:32:00-05:00,369.04998779296875,369.07000732421875,369.0299987792969,369.0400085449219,369.0400085449219,34989
2020-12-07 09:34:00-05:00,369.1600036621094,369.20989990234375,369.0199890136719,369.05999755859375,369.05999755859375,438059
2020-12-07 09:35:00-05:00,369.0400085449219,369.0899963378906,369.0400085449219,369.04998779296875,369.04998779296875,4296
2020-12-07 09:36:00-05:00,369.1300048828125,369.1499938964844,369.0400085449219,369.05999755859375,369.05999755859375,263250
2020-12-07 09:37:00-05:00,369.0799865722656,369.1658935546875,369.0400085449219,369.05999755859375,369.05999755859375,77919
2020-12-07 09:38:00-05:00,369.0799865722656,369.1499938964844,369.07000732421875,369.1499938964844,369.1499938964844,70012
2020-12-07 09:39:00-05:00,369.1499938964844,369.1499938964844,368.8599853515625,369.0508117675781,369.0508117675781,145126
2020-12-07 09:40:00-05:00,369.05999755859375,369.1199951171875,368.9849853515625,368.9901123046875,368.9901123046875,188741
2020-12-07 09:41:00-05:00,369.010009765625,369.0700988769531,368.8599853515625,368.9400939941406,368.9400939941406,70882
2020-12-07 09:42:00-05:00,368.95001220703125,369.1199951171875,368.9324951171875,369.0799865722656,369.0799865722656,72547
2020-12-07 09:43:00-05:00,369.1000061035156,369.139892578125,369.05999755859375,369.1199951171875,369.1199951171875,54940
2020-12-07 09:44:00-05:00,369.1199951171875,369.2049865722656,369.1199951171875,369.1600036621094,369.1600036621094,94922
2020-12-07 09:45:00-05:00,369.1700134277344,369.1700134277344,369.0581970214844,369.05999755859375,369.05999755859375,68192
2020-12-07 09:46:00-05:00,369.04998779296875,369.1499938964844,368.94500732421875,369.1401062011719,369.1401062011719,120805
2020-12-07 09:47:00-05:00,369.14990234375,369.2699890136719,369.1300048828125,369.20819091796875,369.20819091796875,116635
2020-12-07 09:48:00-05:00,369.2099914550781,369.2900085449219,369.1300048828125,369.2099914550781,369.2099914550781,78617
2020-12-07 09:49:00-05:00,369.20001220703125,369.247802734375,368.989990234375,369.1289978027344,369.1289978027344,64245
2020-12-07 09:50:00-05:00,369.1300048828125,369.1499938964844,368.9700012207031,369.010009765625,369.010009765625,110253
2020-12-07 09:51:00-05:00,369.0199890136719,369.0400085449219,368.8699951171875,368.88800048828125,368.88800048828125,70504
2020-12-07 09:52:00-05:00,368.8782043457031,368.9700012207031,368.8399963378906,368.8399963378906,368.8399963378906,204752
2020-12-07 09:53:00-05:00,368.8550109863281,368.95001220703125,368.85009765625,368.9200134277344,368.9200134277344,88656
2020-12-07 09:54:00-05:00,368.9200134277344,368.9800109863281,368.8599853515625,368.9049987792969,368.9049987792969,81636
2020-12-07 09:55:00-05:00,368.9049987792969,368.9800109863281,368.8500061035156,368.94000244140625,368.94000244140625,74125
2020-12-07 09:56:00-05:00,368.94000244140625,368.94500732421875,368.8500061035156,368.92999267578125,368.92999267578125,63947
2020-12-07 09:57:00-05:00,368.94000244140625,368.9700012207031,368.8999938964844,368.944091796875,368.944091796875,57385
2020-12-07 09:58:00-05:00,368.95001220703125,369.20001220703125,368.94000244140625,369.19940185546875,369.19940185546875,131425
2020-12-07 09:59:00-05:00,369.19000244140625,369.364990234375,369.17999267578125,369.364990234375,369.364990234375,128077
2020-12-07 10:00:00-05:00,369.3699951171875,369.42010498046875,369.32000732421875,369.3301086425781,369.3301086425781,101339
2020-12-07 10:01:00-05:00,369.3349914550781,369.3349914550781,369.25,369.25,369.25,55924
2020-12-07 10:02:00-05:00,369.260009765625,369.27899169921875,369.1600036621094,369.239990234375,369.239990234375,60019
2020-12-07 10:03:00-05:00,369.2398986816406,369.239990234375,369.07000732421875,369.0740966796875,369.0740966796875,74529
2020-12-07 10:04:00-05:00,369.07159423828125,369.2119140625,369.05010986328125,369.1400146484375,369.1400146484375,59457
2020-12-07 10:05:00-05:00,369.1449890136719,369.20001220703125,369.07000732421875,369.0950012207031,369.0950012207031,205720
2020-12-07 10:06:00-05:00,369.1099853515625,369.19000244140625,369.1099853515625,369.1099853515625,369.1099853515625,39441
2020-12-07 10:07:00-05:00,369.1400146484375,369.2300109863281,369.1099853515625,369.2300109863281,369.2300109863281,48831
2020-12-07 10:08:00-05:00,369.2300109863281,369.2900085449219,369.1499938964844,369.2244873046875,369.2244873046875,73635
2020-12-07 10:09:00-05:00,369.2200012207031,369.25,369.1499938964844,369.2244873046875,369.2244873046875,31678
2020-12-07 10:10:00-05:00,369.2261047363281,369.3599853515625,369.2261047363281,369.3399963378906,369.3399963378906,73408
2020-12-07 10:11:00-05:00,369.3399963378906,369.4198913574219,369.32000732421875,369.3800964355469,369.3800964355469,49372
2020-12-07 10:12:00-05:00,369.385009765625,369.4200134277344,369.3500061035156,369.3500061035156,369.3500061035156,80316
2020-12-07 10:13:00-05:00,369.3511047363281,369.3996887207031,369.3299865722656,369.3440856933594,369.3440856933594,70332
2020-12-07 10:14:00-05:00,369.3399963378906,369.3900146484375,369.32000732421875,369.375,369.375,55549
2020-12-07 10:15:00-05:00,369.3758850097656,369.4200134277344,369.2550048828125,369.29998779296875,369.29998779296875,70813
2020-12-07 10:16:00-05:00,369.29998779296875,369.3681945800781,369.2580871582031,369.2900085449219,369.2900085449219,62066
2020-12-07 10:17:00-05:00,369.2950134277344,369.375,369.2099914550781,369.3699951171875,369.3699951171875,47694
2020-12-07 10:18:00-05:00,369.3599853515625,369.364990234375,369.2099914550781,369.32000732421875,369.32000732421875,58130
2020-12-07 10:19:00-05:00,369.3182067871094,369.35589599609375,369.29998779296875,369.35589599609375,369.35589599609375,527049
2020-12-07 10:20:00-05:00,369.35009765625,369.4200134277344,369.2799987792969,369.3039855957031,369.3039855957031,99719
2020-12-07 10:21:00-05:00,369.30010986328125,369.389892578125,369.29998779296875,369.31298828125,369.31298828125,55883
2020-12-07 10:22:00-05:00,369.32501220703125,369.3500061035156,369.2515869140625,369.2799987792969,369.2799987792969,40949
2020-12-07 10:23:00-05:00,369.2900085449219,369.4200134277344,369.2900085449219,369.41009521484375,369.41009521484375,48158
2020-12-07 10:24:00-05:00,369.4150085449219,369.5,369.4150085449219,369.4200134277344,369.4200134277344,138333
2020-12-07 10:25:00-05:00,369.4150085449219,369.45001220703125,369.3299865722656,369.3581848144531,369.3581848144531,65287
2020-12-07 10:26:00-05:00,369.3599853515625,369.4599914550781,369.3599853515625,369.4549865722656,369.4549865722656,55756
2020-12-07 10:27:00-05:00,369.4549865722656,369.4599914550781,369.4281005859375,369.42999267578125,369.42999267578125,69075
2020-12-07 10:28:00-05:00,369.43499755859375,369.4700012207031,369.385009765625,369.3959045410156,369.3959045410156,61918
2020-12-07 10:29:00-05:00,369.398193359375,369.42999267578125,369.3800048828125,369.3999938964844,369.3999938964844,36486
2020-12-07 10:30:00-05:00,369.4100036621094,369.4800109863281,369.3699951171875,369.4649963378906,369.4649963378906,69064
2020-12-07 10:31:00-05:00,369.4649963378906,369.54998779296875,369.4599914550781,369.5498962402344,369.5498962402344,306990
2020-12-07 10:32:00-05:00,369.5400085449219,369.54998779296875,369.4800109863281,369.4800109863281,369.4800109863281,53199
2020-12-07 10:33:00-05:00,369.489990234375,369.5249938964844,369.4700012207031,369.5050048828125,369.5050048828125,50588
2020-12-07 10:34:00-05:00,369.5050048828125,369.510009765625,369.4718933105469,369.5,369.5,44920
2020-12-07 10:35:00-05:00,369.5,369.55999755859375,369.44500732421875,369.44500732421875,369.44500732421875,46821
2020-12-07 10:36:00-05:00,369.444091796875,369.49468994140625,369.444091796875,369.48590087890625,369.48590087890625,26049
2020-12-07 10:37:00-05:00,369.4898986816406,369.510009765625,369.44000244140625,369.4700012207031,369.4700012207031,28733
2020-12-07 10:38:00-05:00,369.4700012207031,369.489990234375,369.44000244140625,369.4549865722656,369.4549865722656,68055
2020-12-07 10:39:00-05:00,369.44000244140625,369.45001220703125,369.4200134277344,369.444091796875,369.444091796875,47941
2020-12-07 10:40:00-05:00,369.44500732421875,369.4700012207031,369.3900146484375,369.4100036621094,369.4100036621094,74027
2020-12-07 10:41:00-05:00,369.41180419921875,369.4200134277344,369.3299865722656,369.3699035644531,369.3699035644531,48705
2020-12-07 10:42:00-05:00,369.3599853515625,369.3949890136719,369.3399963378906,369.364990234375,369.364990234375,78961
2020-12-07 10:43:00-05:00,369.3606872558594,369.4800109863281,369.360107421875,369.44000244140625,369.44000244140625,63234
2020-12-07 10:44:00-05:00,369.42999267578125,369.42999267578125,369.3599853515625,369.375,369.375,52911
2020-12-07 10:45:00-05:00,369.375,369.43499755859375,369.3399963378906,369.389892578125,369.389892578125,30991
2020-12-07 10:46:00-05:00,369.3858947753906,369.42999267578125,369.3599853515625,369.4200134277344,369.4200134277344,30794
2020-12-07 10:47:00-05:00,369.4200134277344,369.4750061035156,369.3800048828125,369.3949890136719,369.3949890136719,35400
2020-12-07 10:48:00-05:00,369.3949890136719,369.44000244140625,369.3800048828125,369.42999267578125,369.42999267578125,40761
2020-12-07 10:49:00-05:00,369.42999267578125,369.510009765625,369.42999267578125,369.46990966796875,369.46990966796875,48934
2020-12-07 10:50:00-05:00,369.46600341796875,369.5,369.3999938964844,369.44000244140625,369.44000244140625,21736
2020-12-07 10:51:00-05:00,369.45001220703125,369.5199890136719,369.45001220703125,369.50750732421875,369.50750732421875,27707
2020-12-07 10:52:00-05:00,369.5150146484375,369.5400085449219,369.489990234375,369.5350036621094,369.5350036621094,41438
2020-12-07 10:53:00-05:00,369.5299987792969,369.5799865722656,369.51971435546875,369.5199890136719,369.5199890136719,110908
2020-12-07 10:54:00-05:00,369.510009765625,369.5899963378906,369.510009765625,369.57000732421875,369.57000732421875,35484
2020-12-07 10:55:00-05:00,369.55999755859375,369.57000732421875,369.5,369.5181884765625,369.5181884765625,62213
2020-12-07 10:56:00-05:00,369.5150146484375,369.5150146484375,369.45001220703125,369.48590087890625,369.48590087890625,41230
2020-12-07 10:57:00-05:00,369.4898986816406,369.5899963378906,369.4898986816406,369.5849914550781,369.5849914550781,33232
2020-12-07 10:58:00-05:00,369.5849914550781,369.5849914550781,369.3999938964844,369.4049987792969,369.4049987792969,54078
2020-12-07 10:59:00-05:00,369.40008544921875,369.4049987792969,369.2200012207031,369.3481140136719,369.3481140136719,329475
2020-12-07 11:00:00-05:00,369.3399963378906,369.3399963378906,369.2300109863281,369.2799987792969,369.2799987792969,90148
2020-12-07 11:01:00-05:00,369.2900085449219,369.3599853515625,369.2699890136719,369.3599853515625,369.3599853515625,43768
2020-12-07 11:02:00-05:00,369.3550109863281,369.3900146484375,369.32000732421875,369.3550109863281,369.3550109863281,32554
2020-12-07 11:03:00-05:00,369.3540954589844,369.3800048828125,369.32000732421875,369.3399963378906,369.3399963378906,20299
